case,Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path
Case3,6x8_211,55.0,-59.0,8978.187506220806,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_211,data/New_Data/csv_6x8_Case3/force_disp_Test_211.csv
Case3,6x8_212,-63.0,54.0,9101.960891233519,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_212,data/New_Data/csv_6x8_Case3/force_disp_Test_212.csv
Case3,6x8_213,67.0,-42.0,9206.72136326551,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_213,data/New_Data/csv_6x8_Case3/force_disp_Test_213.csv
Case3,6x8_214,63.0,-14.0,7290.130246442609,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_214,data/New_Data/csv_6x8_Case3/force_disp_Test_214.csv
Case3,6x8_215,9.0,13.0,4852.8217401138245,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_215,data/New_Data/csv_6x8_Case3/force_disp_Test_215.csv
Case3,6x8_216,-10.0,59.0,7240.702476578327,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_216,data/New_Data/csv_6x8_Case3/force_disp_Test_216.csv
Case3,6x8_217,21.0,56.0,7964.986209461052,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_217,data/New_Data/csv_6x8_Case3/force_disp_Test_217.csv
Case3,6x8_218,5.0,-15.0,4859.4613298703125,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_218,data/New_Data/csv_6x8_Case3/force_disp_Test_218.csv
Case3,6x8_219,-7.0,65.0,6930.127787248348,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_219,data/New_Data/csv_6x8_Case3/force_disp_Test_219.csv
Case3,6x8_220,14.0,-23.0,5959.955807120186,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_220,data/New_Data/csv_6x8_Case3/force_disp_Test_220.csv
Case3,6x8_221,74.0,-56.0,8090.578951756315,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_221,data/New_Data/csv_6x8_Case3/force_disp_Test_221.csv
Case3,6x8_222,7.0,-80.0,6389.277002597616,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_222,data/New_Data/csv_6x8_Case3/force_disp_Test_222.csv
Case3,6x8_223,-78.0,-48.0,8840.226574770282,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_223,data/New_Data/csv_6x8_Case3/force_disp_Test_223.csv
Case3,6x8_224,-4.0,-43.0,6764.1115453021275,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_224,data/New_Data/csv_6x8_Case3/force_disp_Test_224.csv
Case3,6x8_225,2.0,-73.0,6553.010319310652,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_225,data/New_Data/csv_6x8_Case3/force_disp_Test_225.csv
Case3,6x8_226,-42.0,80.0,8552.20040250302,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_226,data/New_Data/csv_6x8_Case3/force_disp_Test_226.csv
Case3,6x8_227,-42.0,-6.0,6693.42287489041,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_227,data/New_Data/csv_6x8_Case3/force_disp_Test_227.csv
Case3,6x8_228,60.0,-31.0,8738.366091642509,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_228,data/New_Data/csv_6x8_Case3/force_disp_Test_228.csv
Case3,6x8_229,42.0,86.0,8381.00800029211,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_229,data/New_Data/csv_6x8_Case3/force_disp_Test_229.csv
Case3,6x8_230,-44.0,-30.0,8694.96562573713,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_230,data/New_Data/csv_6x8_Case3/force_disp_Test_230.csv
Case3,6x8_231,-69.0,24.0,7857.202257117829,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_231,data/New_Data/csv_6x8_Case3/force_disp_Test_231.csv
Case3,6x8_232,-8.0,-27.0,5850.978171923159,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_232,data/New_Data/csv_6x8_Case3/force_disp_Test_232.csv
Case3,6x8_233,61.0,-20.0,7748.886318284446,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_233,data/New_Data/csv_6x8_Case3/force_disp_Test_233.csv
Case3,6x8_234,-49.0,-40.0,9970.38659431247,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_234,data/New_Data/csv_6x8_Case3/force_disp_Test_234.csv
Case3,6x8_235,-62.0,7.0,7078.423705696617,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_235,data/New_Data/csv_6x8_Case3/force_disp_Test_235.csv
Case3,6x8_236,16.0,-57.0,7628.289549770601,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_236,data/New_Data/csv_6x8_Case3/force_disp_Test_236.csv
Case3,6x8_237,-32.0,66.0,8548.647654237193,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_237,data/New_Data/csv_6x8_Case3/force_disp_Test_237.csv
Case3,6x8_238,64.0,-22.0,7889.215706722138,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_238,data/New_Data/csv_6x8_Case3/force_disp_Test_238.csv
Case3,6x8_239,30.0,17.0,6747.046115477801,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_239,data/New_Data/csv_6x8_Case3/force_disp_Test_239.csv
Case3,6x8_240,53.0,26.0,8363.402857447778,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_240,data/New_Data/csv_6x8_Case3/force_disp_Test_240.csv
Case3,6x8_241,13.0,6.0,4704.787468038525,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_241,data/New_Data/csv_6x8_Case3/force_disp_Test_241.csv
Case3,6x8_242,-31.0,60.0,8739.001060592402,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_242,data/New_Data/csv_6x8_Case3/force_disp_Test_242.csv
Case3,6x8_243,-63.0,-63.0,7559.22667347828,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_243,data/New_Data/csv_6x8_Case3/force_disp_Test_243.csv
Case3,6x8_244,85.0,-58.0,6607.7843090574115,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_244,data/New_Data/csv_6x8_Case3/force_disp_Test_244.csv
Case3,6x8_245,-34.0,-14.0,6785.684103409566,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_245,data/New_Data/csv_6x8_Case3/force_disp_Test_245.csv
Case3,6x8_246,60.0,61.0,8105.285428792315,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_246,data/New_Data/csv_6x8_Case3/force_disp_Test_246.csv
Case3,6x8_247,-83.0,78.0,3927.089122401204,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_247,data/New_Data/csv_6x8_Case3/force_disp_Test_247.csv
Case3,6x8_248,6.0,27.0,5791.7739625133845,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_248,data/New_Data/csv_6x8_Case3/force_disp_Test_248.csv
Case3,6x8_249,6.0,16.0,5014.305032626578,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_249,data/New_Data/csv_6x8_Case3/force_disp_Test_249.csv
Case3,6x8_250,-47.0,64.0,9722.968671250654,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_250,data/New_Data/csv_6x8_Case3/force_disp_Test_250.csv
Case3,6x8_251,-69.0,0.0,6711.061950537175,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_251,data/New_Data/csv_6x8_Case3/force_disp_Test_251.csv
Case3,6x8_252,-82.0,-45.0,8573.790222531932,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_252,data/New_Data/csv_6x8_Case3/force_disp_Test_252.csv
Case3,6x8_253,56.0,-34.0,9076.25692555082,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_253,data/New_Data/csv_6x8_Case3/force_disp_Test_253.csv
Case3,6x8_254,-75.0,-17.0,6985.666126218877,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_254,data/New_Data/csv_6x8_Case3/force_disp_Test_254.csv
Case3,6x8_255,32.0,-60.0,8800.27444921991,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_255,data/New_Data/csv_6x8_Case3/force_disp_Test_255.csv
Case3,6x8_256,-25.0,-11.0,5843.190840480883,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_256,data/New_Data/csv_6x8_Case3/force_disp_Test_256.csv
Case3,6x8_257,65.0,80.0,5664.080186782016,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_257,data/New_Data/csv_6x8_Case3/force_disp_Test_257.csv
Case3,6x8_258,54.0,-18.0,7728.867450559708,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_258,data/New_Data/csv_6x8_Case3/force_disp_Test_258.csv
Case3,6x8_259,-6.0,38.0,6503.150773829434,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_259,data/New_Data/csv_6x8_Case3/force_disp_Test_259.csv
Case3,6x8_260,-50.0,68.0,9567.899370040805,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_260,data/New_Data/csv_6x8_Case3/force_disp_Test_260.csv
Case3,6x8_261,-14.0,-28.0,6418.458738778324,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_261,data/New_Data/csv_6x8_Case3/force_disp_Test_261.csv
Case3,6x8_262,-57.0,76.0,7558.61398659881,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_262,data/New_Data/csv_6x8_Case3/force_disp_Test_262.csv
Case3,6x8_263,-24.0,2.0,5479.198870742019,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_263,data/New_Data/csv_6x8_Case3/force_disp_Test_263.csv
Case3,6x8_264,87.0,-65.0,5305.039548140751,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_264,data/New_Data/csv_6x8_Case3/force_disp_Test_264.csv
Case3,6x8_265,-25.0,-84.0,7364.07269066722,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_265,data/New_Data/csv_6x8_Case3/force_disp_Test_265.csv
Case3,6x8_266,-26.0,-39.0,8088.4267124801745,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_266,data/New_Data/csv_6x8_Case3/force_disp_Test_266.csv
Case3,6x8_267,-33.0,-46.0,9075.226822935181,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_267,data/New_Data/csv_6x8_Case3/force_disp_Test_267.csv
Case3,6x8_268,-59.0,29.0,8601.747044051053,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_268,data/New_Data/csv_6x8_Case3/force_disp_Test_268.csv
Case3,6x8_269,-60.0,60.0,8248.923787334112,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_269,data/New_Data/csv_6x8_Case3/force_disp_Test_269.csv
Case3,6x8_270,10.0,76.0,6608.6895829612595,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_270,data/New_Data/csv_6x8_Case3/force_disp_Test_270.csv
Case3,6x8_271,-30.0,50.0,8791.8371612224,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_271,data/New_Data/csv_6x8_Case3/force_disp_Test_271.csv
Case3,6x8_272,72.0,69.0,5931.320371074177,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_272,data/New_Data/csv_6x8_Case3/force_disp_Test_272.csv
Case3,6x8_273,81.0,62.0,6071.882410835587,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_273,data/New_Data/csv_6x8_Case3/force_disp_Test_273.csv
Case3,6x8_274,30.0,-25.0,7630.3017033136175,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_274,data/New_Data/csv_6x8_Case3/force_disp_Test_274.csv
Case3,6x8_275,80.0,-20.0,7032.5052651227315,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_275,data/New_Data/csv_6x8_Case3/force_disp_Test_275.csv
Case3,6x8_276,-88.0,70.0,4574.052525793893,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_276,data/New_Data/csv_6x8_Case3/force_disp_Test_276.csv
Case3,6x8_277,57.0,88.0,6725.494631969182,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_277,data/New_Data/csv_6x8_Case3/force_disp_Test_277.csv
Case3,6x8_278,18.0,78.0,6994.610887125247,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_278,data/New_Data/csv_6x8_Case3/force_disp_Test_278.csv
Case3,6x8_279,-88.0,-89.0,3214.1430085500515,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_279,data/New_Data/csv_6x8_Case3/force_disp_Test_279.csv
Case3,6x8_280,-31.0,-12.0,6447.859363591536,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_280,data/New_Data/csv_6x8_Case3/force_disp_Test_280.csv
Case3,6x8_281,-72.0,-17.0,7202.390950658451,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_281,data/New_Data/csv_6x8_Case3/force_disp_Test_281.csv
Case3,6x8_282,25.0,-74.0,7661.928819118145,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_282,data/New_Data/csv_6x8_Case3/force_disp_Test_282.csv
Case3,6x8_283,34.0,-21.0,7418.9342705987065,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_283,data/New_Data/csv_6x8_Case3/force_disp_Test_283.csv
Case3,6x8_284,16.0,16.0,5666.968376549154,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_284,data/New_Data/csv_6x8_Case3/force_disp_Test_284.csv
Case3,6x8_285,-21.0,55.0,7927.092649356544,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_285,data/New_Data/csv_6x8_Case3/force_disp_Test_285.csv
Case3,6x8_286,40.0,-87.0,8307.12792888511,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_286,data/New_Data/csv_6x8_Case3/force_disp_Test_286.csv
Case3,6x8_287,-77.0,22.0,7289.995661164521,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_287,data/New_Data/csv_6x8_Case3/force_disp_Test_287.csv
Case3,6x8_288,37.0,70.0,8722.215526615664,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_288,data/New_Data/csv_6x8_Case3/force_disp_Test_288.csv
Case3,6x8_289,-9.0,44.0,6906.853491022047,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_289,data/New_Data/csv_6x8_Case3/force_disp_Test_289.csv
Case3,6x8_290,20.0,-82.0,7056.508461354513,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_290,data/New_Data/csv_6x8_Case3/force_disp_Test_290.csv
Case3,6x8_291,26.0,5.0,5777.273059932448,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_291,data/New_Data/csv_6x8_Case3/force_disp_Test_291.csv
Case3,6x8_292,71.0,-88.0,4440.792589714523,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_292,data/New_Data/csv_6x8_Case3/force_disp_Test_292.csv
Case3,6x8_293,-28.0,11.0,6153.353974245149,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_293,data/New_Data/csv_6x8_Case3/force_disp_Test_293.csv
Case3,6x8_294,-71.0,-57.0,7888.013873499853,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_294,data/New_Data/csv_6x8_Case3/force_disp_Test_294.csv
Case3,6x8_295,-84.0,-9.0,6274.695035308122,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_295,data/New_Data/csv_6x8_Case3/force_disp_Test_295.csv
Case3,6x8_296,-48.0,82.0,8675.147398280957,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_296,data/New_Data/csv_6x8_Case3/force_disp_Test_296.csv
Case3,6x8_297,-13.0,-4.0,4763.426686540797,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_297,data/New_Data/csv_6x8_Case3/force_disp_Test_297.csv
Case3,6x8_298,-19.0,-23.0,6549.298616527987,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_298,data/New_Data/csv_6x8_Case3/force_disp_Test_298.csv
Case3,6x8_299,5.0,-32.0,6169.698890063019,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_299,data/New_Data/csv_6x8_Case3/force_disp_Test_299.csv
Case3,6x8_300,51.0,46.0,10662.987299966431,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_300,data/New_Data/csv_6x8_Case3/force_disp_Test_300.csv
Case4,6x4_001,65.0,19.0,19701.10650899933,2,6.0,4.0,6x4_curated_v1,Test_001,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_001.csv
Case4,6x4_002,40.0,-51.0,15564.192522589261,1,6.0,4.0,6x4_curated_v1,Test_002,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_002.csv
Case4,6x4_003,-44.0,65.0,15263.321046334091,1,6.0,4.0,6x4_curated_v1,Test_003,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_003.csv
Case4,6x4_004,49.0,48.0,14605.531869322482,1,6.0,4.0,6x4_curated_v1,Test_004,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_004.csv
Case4,6x4_005,-52.0,20.0,19521.12811538156,2,6.0,4.0,6x4_curated_v1,Test_005,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_005.csv
Case4,6x4_006,-15.0,-74.0,21416.816488874498,2,6.0,4.0,6x4_curated_v1,Test_006,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_006.csv
Case4,6x4_007,51.0,-83.0,11044.194985803253,1,6.0,4.0,6x4_curated_v1,Test_007,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_007.csv
Case4,6x4_008,86.0,9.0,21499.399687200803,2,6.0,4.0,6x4_curated_v1,Test_008,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_008.csv
Case4,6x4_009,-63.0,21.0,19848.72024440584,2,6.0,4.0,6x4_curated_v1,Test_009,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_009.csv
Case4,6x4_010,-74.0,83.0,6417.199673460506,1,6.0,4.0,6x4_curated_v1,Test_010,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_010.csv
Case4,6x4_011,-39.0,-9.0,21782.93383721275,2,6.0,4.0,6x4_curated_v1,Test_011,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_011.csv
Case4,6x4_012,-56.0,9.0,21623.457561322022,2,6.0,4.0,6x4_curated_v1,Test_012,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_012.csv
Case4,6x4_013,61.0,33.0,16488.202908673717,1,6.0,4.0,6x4_curated_v1,Test_013,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_013.csv
Case4,6x4_014,19.0,79.0,20609.78711097851,2,6.0,4.0,6x4_curated_v1,Test_014,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_014.csv
Case4,6x4_015,35.0,60.0,16099.168102698402,2,6.0,4.0,6x4_curated_v1,Test_015,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_015.csv
Case4,6x4_016,75.0,-61.0,9606.218223163476,1,6.0,4.0,6x4_curated_v1,Test_016,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_016.csv
Case4,6x4_017,-30.0,66.0,17744.618846286707,2,6.0,4.0,6x4_curated_v1,Test_017,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_017.csv
Case4,6x4_018,-53.0,31.0,16509.679046427784,2,6.0,4.0,6x4_curated_v1,Test_018,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_018.csv
Case4,6x4_019,-79.0,29.0,18071.218289483906,2,6.0,4.0,6x4_curated_v1,Test_019,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_019.csv
Case4,6x4_020,-2.0,48.0,22328.79345310121,2,6.0,4.0,6x4_curated_v1,Test_020,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_020.csv
Case4,6x4_021,-49.0,-67.0,13167.318747343248,1,6.0,4.0,6x4_curated_v1,Test_021,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_021.csv
Case4,6x4_022,43.0,-33.0,15643.776629233736,2,6.0,4.0,6x4_curated_v1,Test_022,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_022.csv
Case4,6x4_023,62.0,-67.0,10919.917889467906,1,6.0,4.0,6x4_curated_v1,Test_023,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_023.csv
Case4,6x4_024,30.0,75.0,17431.666497748745,2,6.0,4.0,6x4_curated_v1,Test_024,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_024.csv
Case4,6x4_025,80.0,-80.0,5974.146129044565,1,6.0,4.0,6x4_curated_v1,Test_025,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_025.csv
Case4,6x4_026,-81.0,73.0,6741.47187366278,1,6.0,4.0,6x4_curated_v1,Test_026,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_026.csv
Case4,6x4_027,54.0,-38.0,15434.554916393454,1,6.0,4.0,6x4_curated_v1,Test_027,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_027.csv
Case4,6x4_028,36.0,-31.0,16700.334618625035,2,6.0,4.0,6x4_curated_v1,Test_028,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_028.csv
Case4,6x4_029,52.0,-41.0,15305.02527292944,1,6.0,4.0,6x4_curated_v1,Test_029,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_029.csv
Case4,6x4_030,15.0,-12.0,17924.24390293732,3,6.0,4.0,6x4_curated_v1,Test_030,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_030.csv
Case4,6x4_031,-55.0,-62.0,12458.905489669378,1,6.0,4.0,6x4_curated_v1,Test_031,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_031.csv
Case4,6x4_032,-19.0,-7.0,18193.504559718982,3,6.0,4.0,6x4_curated_v1,Test_032,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_032.csv
Case4,6x4_033,-61.0,86.0,8603.9325816845,1,6.0,4.0,6x4_curated_v1,Test_033,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_033.csv
Case4,6x4_034,-43.0,-15.0,20448.84284785929,2,6.0,4.0,6x4_curated_v1,Test_034,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_034.csv
Case4,6x4_035,70.0,81.0,7229.269718547071,1,6.0,4.0,6x4_curated_v1,Test_035,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_035.csv
Case4,6x4_036,8.0,25.0,19860.29223620826,3,6.0,4.0,6x4_curated_v1,Test_036,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_036.csv
Case4,6x4_037,-85.0,67.0,7472.906084422283,1,6.0,4.0,6x4_curated_v1,Test_037,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_037.csv
Case4,6x4_038,-56.0,52.0,13793.266474940921,1,6.0,4.0,6x4_curated_v1,Test_038,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_038.csv
Case4,6x4_039,64.0,42.0,15153.472420711814,1,6.0,4.0,6x4_curated_v1,Test_039,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_039.csv
Case4,6x4_040,-27.0,-54.0,17787.812425229233,2,6.0,4.0,6x4_curated_v1,Test_040,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_040.csv
Case4,6x4_041,-2.0,-68.0,22358.117936279017,2,6.0,4.0,6x4_curated_v1,Test_041,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_041.csv
Case4,6x4_042,84.0,51.0,10860.970880970019,1,6.0,4.0,6x4_curated_v1,Test_042,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_042.csv
Case4,6x4_043,79.0,-71.0,7263.017948467875,1,6.0,4.0,6x4_curated_v1,Test_043,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_043.csv
Case4,6x4_044,59.0,-56.0,13020.757742860987,1,6.0,4.0,6x4_curated_v1,Test_044,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_044.csv
Case4,6x4_045,-18.0,-35.0,19995.27729445088,2,6.0,4.0,6x4_curated_v1,Test_045,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_045.csv
Case4,6x4_046,-76.0,-77.0,6767.080412473619,1,6.0,4.0,6x4_curated_v1,Test_046,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_046.csv
Case4,6x4_047,42.0,27.0,16941.948790650924,2,6.0,4.0,6x4_curated_v1,Test_047,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_047.csv
Case4,6x4_048,1.0,71.0,22333.915636394122,2,6.0,4.0,6x4_curated_v1,Test_048,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_048.csv
Case4,6x4_049,-37.0,22.0,18894.133918603293,2,6.0,4.0,6x4_curated_v1,Test_049,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_049.csv
Case4,6x4_050,-16.0,44.0,20095.47310657902,2,6.0,4.0,6x4_curated_v1,Test_050,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_050.csv
Case4,6x4_051,28.0,57.0,17211.139894556734,2,6.0,4.0,6x4_curated_v1,Test_051,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_051.csv
Case4,6x4_052,-79.0,34.0,16823.46663263932,2,6.0,4.0,6x4_curated_v1,Test_052,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_052.csv
Case4,6x4_053,3.0,87.0,22215.838817931355,2,6.0,4.0,6x4_curated_v1,Test_053,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_053.csv
Case4,6x4_054,-17.0,-44.0,19802.670513986137,2,6.0,4.0,6x4_curated_v1,Test_054,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_054.csv
Case4,6x4_055,44.0,-49.0,16003.53308045265,1,6.0,4.0,6x4_curated_v1,Test_055,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_055.csv
Case4,6x4_056,67.0,-19.0,20518.220862411847,2,6.0,4.0,6x4_curated_v1,Test_056,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_056.csv
Case4,6x4_057,2.0,74.0,22293.436635106573,2,6.0,4.0,6x4_curated_v1,Test_057,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_057.csv
Case4,6x4_058,82.0,19.0,20273.166907762425,2,6.0,4.0,6x4_curated_v1,Test_058,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_058.csv
