case,Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path,type_label_source,type_label_confidence,type_label_review_priority
Case3,8x8_061,0.0,-52.0,5259.409566822118,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_061,data/New_data/8x8_Case3/csv/force_disp_Test_061.csv,curve_classifier_pseudo_label,0.49,high
Case3,8x8_062,33.0,26.0,6530.413429655113,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_062,data/New_data/8x8_Case3/csv/force_disp_Test_062.csv,curve_classifier_pseudo_label,0.5816666666666667,high
Case3,8x8_063,-75.0,38.0,5538.664598345508,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_063,data/New_data/8x8_Case3/csv/force_disp_Test_063.csv,curve_classifier_pseudo_label,0.6816666666666666,high
Case3,8x8_064,-20.0,55.0,5779.840861607853,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_064,data/New_data/8x8_Case3/csv/force_disp_Test_064.csv,curve_classifier_pseudo_label,0.6766666666666666,high
Case3,8x8_065,72.0,31.0,5388.663344614085,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_065,data/New_data/8x8_Case3/csv/force_disp_Test_065.csv,curve_classifier_pseudo_label,0.6966666666666667,high
Case3,8x8_066,75.0,72.0,3802.3864164487636,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_066,data/New_data/8x8_Case3/csv/force_disp_Test_066.csv,curve_classifier_pseudo_label,0.4716666666666667,high
Case3,8x8_067,-83.0,68.0,3750.7804404152307,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_067,data/New_data/8x8_Case3/csv/force_disp_Test_067.csv,curve_classifier_pseudo_label,0.48,high
Case3,8x8_068,-26.0,-1.0,5350.398986052726,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_068,data/New_data/8x8_Case3/csv/force_disp_Test_068.csv,curve_classifier_pseudo_label,0.8466666666666667,medium
Case3,8x8_069,-36.0,57.0,6497.167422563909,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_069,data/New_data/8x8_Case3/csv/force_disp_Test_069.csv,curve_classifier_pseudo_label,0.6566666666666666,high
Case3,8x8_070,-89.0,-51.0,5274.035749725038,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_070,data/New_data/8x8_Case3/csv/force_disp_Test_070.csv,curve_classifier_pseudo_label,0.5033333333333333,high
Case3,8x8_071,-45.0,-29.0,6502.998871865988,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_071,data/New_data/8x8_Case3/csv/force_disp_Test_071.csv,curve_classifier_pseudo_label,0.5116666666666667,high
Case3,8x8_072,-29.0,13.0,5647.739476774786,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_072,data/New_data/8x8_Case3/csv/force_disp_Test_072.csv,curve_classifier_pseudo_label,0.825,medium
Case3,8x8_073,-22.0,46.0,6119.742900706886,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_073,data/New_data/8x8_Case3/csv/force_disp_Test_073.csv,curve_classifier_pseudo_label,0.5633333333333334,high
Case3,8x8_074,-1.0,-8.0,4856.577143173642,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_074,data/New_data/8x8_Case3/csv/force_disp_Test_074.csv,curve_classifier_pseudo_label,0.895,low
Case3,8x8_075,-22.0,82.0,4608.206134035633,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_075,data/New_data/8x8_Case3/csv/force_disp_Test_075.csv,curve_classifier_pseudo_label,0.8116666666666666,medium
Case3,8x8_076,50.0,5.0,5382.168414968588,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_076,data/New_data/8x8_Case3/csv/force_disp_Test_076.csv,curve_classifier_pseudo_label,0.535,high
Case3,8x8_077,-64.0,20.0,5383.046213220997,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_077,data/New_data/8x8_Case3/csv/force_disp_Test_077.csv,curve_classifier_pseudo_label,0.6816666666666666,high
Case3,8x8_078,29.0,-79.0,5034.664813950381,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_078,data/New_data/8x8_Case3/csv/force_disp_Test_078.csv,curve_classifier_pseudo_label,0.7266666666666667,medium
Case3,8x8_079,-67.0,39.0,6044.526130261882,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_079,data/New_data/8x8_Case3/csv/force_disp_Test_079.csv,curve_classifier_pseudo_label,0.6416666666666667,high
Case3,8x8_080,-53.0,-64.0,6644.6655795994875,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_080,data/New_data/8x8_Case3/csv/force_disp_Test_080.csv,curve_classifier_pseudo_label,0.47,high
Case3,8x8_081,-38.0,-72.0,5655.087621661269,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_081,data/New_data/8x8_Case3/csv/force_disp_Test_081.csv,curve_classifier_pseudo_label,0.6466666666666666,high
Case3,8x8_082,85.0,48.0,5286.125437731896,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_082,data/New_data/8x8_Case3/csv/force_disp_Test_082.csv,curve_classifier_pseudo_label,0.5283333333333333,high
Case3,8x8_083,-12.0,85.0,4201.438323537264,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_083,data/New_data/8x8_Case3/csv/force_disp_Test_083.csv,curve_classifier_pseudo_label,0.5433333333333333,high
Case3,8x8_084,77.0,-48.0,5623.585807680663,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_084,data/New_data/8x8_Case3/csv/force_disp_Test_084.csv,curve_classifier_pseudo_label,0.495,high
Case3,8x8_085,45.0,75.0,5672.140705210102,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_085,data/New_data/8x8_Case3/csv/force_disp_Test_085.csv,curve_classifier_pseudo_label,0.55,high
Case3,8x8_086,-41.0,-54.0,6930.272882243081,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_086,data/New_data/8x8_Case3/csv/force_disp_Test_086.csv,curve_classifier_pseudo_label,0.545,high
Case3,8x8_087,-38.0,89.0,5040.058857679851,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_087,data/New_data/8x8_Case3/csv/force_disp_Test_087.csv,curve_classifier_pseudo_label,0.6783333333333333,high
Case3,8x8_088,23.0,33.0,6274.172863489964,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_088,data/New_data/8x8_Case3/csv/force_disp_Test_088.csv,curve_classifier_pseudo_label,0.645,high
Case3,8x8_089,18.0,-35.0,6098.592294911362,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_089,data/New_data/8x8_Case3/csv/force_disp_Test_089.csv,curve_classifier_pseudo_label,0.67,high
Case3,8x8_090,-65.0,24.0,5520.991574004026,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_090,data/New_data/8x8_Case3/csv/force_disp_Test_090.csv,curve_classifier_pseudo_label,0.71,medium
Case3,8x8_091,11.0,36.0,5756.204223993358,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_091,data/New_data/8x8_Case3/csv/force_disp_Test_091.csv,curve_classifier_pseudo_label,0.775,medium
Case3,8x8_092,-38.0,-40.0,7393.548918073455,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_092,data/New_data/8x8_Case3/csv/force_disp_Test_092.csv,curve_classifier_pseudo_label,0.5033333333333333,high
Case3,8x8_093,-70.0,-78.0,3790.5545394259084,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_093,data/New_data/8x8_Case3/csv/force_disp_Test_093.csv,curve_classifier_pseudo_label,0.49,high
Case3,8x8_094,73.0,-55.0,5911.547476973112,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_094,data/New_data/8x8_Case3/csv/force_disp_Test_094.csv,curve_classifier_pseudo_label,0.485,high
Case3,8x8_095,68.0,-30.0,5570.077008994459,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_095,data/New_data/8x8_Case3/csv/force_disp_Test_095.csv,curve_classifier_pseudo_label,0.7033333333333334,medium
Case3,8x8_096,84.0,-52.0,5333.457020636271,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_096,data/New_data/8x8_Case3/csv/force_disp_Test_096.csv,curve_classifier_pseudo_label,0.4633333333333333,high
Case3,8x8_097,-46.0,-23.0,6211.92405868589,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_097,data/New_data/8x8_Case3/csv/force_disp_Test_097.csv,curve_classifier_pseudo_label,0.4766666666666667,high
Case3,8x8_098,-1.0,36.0,5551.859482867292,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_098,data/New_data/8x8_Case3/csv/force_disp_Test_098.csv,curve_classifier_pseudo_label,0.8083333333333333,medium
Case3,8x8_099,90.0,40.0,5092.943313465015,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_099,data/New_data/8x8_Case3/csv/force_disp_Test_099.csv,curve_classifier_pseudo_label,0.5566666666666666,high
Case3,8x8_100,69.0,62.0,5587.376125470646,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_100,data/New_data/8x8_Case3/csv/force_disp_Test_100.csv,curve_classifier_pseudo_label,0.5533333333333333,high
Case3,8x8_101,48.0,15.0,5707.6396820687,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_101,data/New_data/8x8_Case3/csv/force_disp_Test_101.csv,curve_classifier_pseudo_label,0.49166666666666664,high
Case3,8x8_102,76.0,-24.0,4975.0575921877125,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_102,data/New_data/8x8_Case3/csv/force_disp_Test_102.csv,curve_classifier_pseudo_label,0.6933333333333334,high
Case3,8x8_103,66.0,14.0,5048.013179687234,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_103,data/New_data/8x8_Case3/csv/force_disp_Test_103.csv,curve_classifier_pseudo_label,0.6366666666666667,high
Case3,8x8_104,83.0,3.0,3947.690262640613,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_104,data/New_data/8x8_Case3/csv/force_disp_Test_104.csv,curve_classifier_pseudo_label,0.49833333333333335,high
Case3,8x8_105,89.0,-77.0,2807.0771366656504,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_105,data/New_data/8x8_Case3/csv/force_disp_Test_105.csv,curve_classifier_pseudo_label,0.5316666666666666,high
Case3,8x8_106,-12.0,43.0,5757.3247083130245,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_106,data/New_data/8x8_Case3/csv/force_disp_Test_106.csv,curve_classifier_pseudo_label,0.5416666666666666,high
Case3,8x8_107,69.0,8.0,4767.3215442507935,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_107,data/New_data/8x8_Case3/csv/force_disp_Test_107.csv,curve_classifier_pseudo_label,0.585,high
Case3,8x8_108,46.0,-72.0,5894.562599061555,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_108,data/New_data/8x8_Case3/csv/force_disp_Test_108.csv,curve_classifier_pseudo_label,0.5283333333333333,high
Case3,8x8_109,-69.0,17.0,4932.410175987654,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_109,data/New_data/8x8_Case3/csv/force_disp_Test_109.csv,curve_classifier_pseudo_label,0.6883333333333334,high
Case3,8x8_110,-51.0,1.0,5273.388532391041,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_110,data/New_data/8x8_Case3/csv/force_disp_Test_110.csv,curve_classifier_pseudo_label,0.5183333333333333,high
Case3,8x8_111,7.0,87.0,3850.447344215616,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_111,data/New_data/8x8_Case3/csv/force_disp_Test_111.csv,curve_classifier_pseudo_label,0.5116666666666667,high
Case3,8x8_112,21.0,-8.0,5391.9244752419545,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_112,data/New_data/8x8_Case3/csv/force_disp_Test_112.csv,curve_classifier_pseudo_label,0.8716666666666667,low
Case3,8x8_113,35.0,-2.0,5381.040400223258,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_113,data/New_data/8x8_Case3/csv/force_disp_Test_113.csv,curve_classifier_pseudo_label,0.8183333333333334,medium
Case3,8x8_114,-35.0,-78.0,5223.22926702861,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_114,data/New_data/8x8_Case3/csv/force_disp_Test_114.csv,curve_classifier_pseudo_label,0.6766666666666666,high
Case3,8x8_115,22.0,74.0,4962.814640314434,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_115,data/New_data/8x8_Case3/csv/force_disp_Test_115.csv,curve_classifier_pseudo_label,0.7783333333333333,medium
Case3,8x8_116,12.0,-85.0,4203.184483281064,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_116,data/New_data/8x8_Case3/csv/force_disp_Test_116.csv,curve_classifier_pseudo_label,0.47833333333333333,high
Case3,8x8_117,-87.0,33.0,4879.189192698475,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_117,data/New_data/8x8_Case3/csv/force_disp_Test_117.csv,curve_classifier_pseudo_label,0.7283333333333334,medium
Case3,8x8_118,54.0,-88.0,5266.477018412107,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_118,data/New_data/8x8_Case3/csv/force_disp_Test_118.csv,curve_classifier_pseudo_label,0.465,high
Case3,8x8_119,31.0,-10.0,5527.860068546979,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_119,data/New_data/8x8_Case3/csv/force_disp_Test_119.csv,curve_classifier_pseudo_label,0.82,medium
Case3,8x8_120,-58.0,-26.0,5998.724240110403,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_120,data/New_data/8x8_Case3/csv/force_disp_Test_120.csv,curve_classifier_pseudo_label,0.6283333333333333,high
Case3,8x8_121,-50.0,14.0,5679.631119045203,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_121,data/New_data/8x8_Case3/csv/force_disp_Test_121.csv,curve_classifier_pseudo_label,0.4816666666666667,high
Case3,8x8_122,20.0,-73.0,4922.733945447431,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_122,data/New_data/8x8_Case3/csv/force_disp_Test_122.csv,curve_classifier_pseudo_label,0.7116666666666667,medium
Case3,8x8_123,76.0,4.0,4320.21217350221,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_123,data/New_data/8x8_Case3/csv/force_disp_Test_123.csv,curve_classifier_pseudo_label,0.51,high
Case3,8x8_124,42.0,-66.0,6212.547389660108,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_124,data/New_data/8x8_Case3/csv/force_disp_Test_124.csv,curve_classifier_pseudo_label,0.5716666666666667,high
Case3,8x8_125,-3.0,72.0,4528.249823603524,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_125,data/New_data/8x8_Case3/csv/force_disp_Test_125.csv,curve_classifier_pseudo_label,0.48833333333333334,high
Case3,8x8_126,-8.0,18.0,5407.299045768533,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_126,data/New_data/8x8_Case3/csv/force_disp_Test_126.csv,curve_classifier_pseudo_label,0.8066666666666666,medium
Case3,8x8_127,-66.0,77.0,4341.616095371216,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_127,data/New_data/8x8_Case3/csv/force_disp_Test_127.csv,curve_classifier_pseudo_label,0.47833333333333333,high
Case3,8x8_128,59.0,-70.0,6171.577306306022,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_128,data/New_data/8x8_Case3/csv/force_disp_Test_128.csv,curve_classifier_pseudo_label,0.6,high
Case3,8x8_129,24.0,11.0,5607.855346922115,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_129,data/New_data/8x8_Case3/csv/force_disp_Test_129.csv,curve_classifier_pseudo_label,0.87,low
Case3,8x8_130,-59.0,12.0,5387.960247755236,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_130,data/New_data/8x8_Case3/csv/force_disp_Test_130.csv,curve_classifier_pseudo_label,0.5883333333333334,high
Case3,8x8_131,41.0,53.0,6953.484298133568,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_131,data/New_data/8x8_Case3/csv/force_disp_Test_131.csv,curve_classifier_pseudo_label,0.54,high
Case3,8x8_132,38.0,35.0,7201.650528077289,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_132,data/New_data/8x8_Case3/csv/force_disp_Test_132.csv,curve_classifier_pseudo_label,0.47,high
Case3,8x8_133,-21.0,37.0,6222.871446863896,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_133,data/New_data/8x8_Case3/csv/force_disp_Test_133.csv,curve_classifier_pseudo_label,0.565,high
Case3,8x8_134,-56.0,37.0,6592.751577507929,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_134,data/New_data/8x8_Case3/csv/force_disp_Test_134.csv,curve_classifier_pseudo_label,0.6183333333333333,high
Case3,8x8_135,39.0,-76.0,5528.130682211812,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_135,data/New_data/8x8_Case3/csv/force_disp_Test_135.csv,curve_classifier_pseudo_label,0.6283333333333333,high
Case3,8x8_136,8.0,-68.0,4763.886189528951,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_136,data/New_data/8x8_Case3/csv/force_disp_Test_136.csv,curve_classifier_pseudo_label,0.645,high
Case3,8x8_137,68.0,53.0,6288.045847233345,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_137,data/New_data/8x8_Case3/csv/force_disp_Test_137.csv,curve_classifier_pseudo_label,0.4683333333333333,high
Case3,8x8_138,-28.0,-75.0,5143.737737882451,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_138,data/New_data/8x8_Case3/csv/force_disp_Test_138.csv,curve_classifier_pseudo_label,0.69,high
Case3,8x8_139,-52.0,-36.0,6711.082886921032,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_139,data/New_data/8x8_Case3/csv/force_disp_Test_139.csv,curve_classifier_pseudo_label,0.5616666666666666,high
Case3,8x8_140,1.0,-3.0,15115.76819325892,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_140,data/New_data/8x8_Case3/csv/force_disp_Test_140.csv,curve_classifier_pseudo_label,0.9166666666666666,low
Case3,8x8_141,79.0,49.0,5505.314129107697,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_141,data/New_data/8x8_Case3/csv/force_disp_Test_141.csv,curve_classifier_pseudo_label,0.5183333333333333,high
Case3,8x8_142,56.0,10.0,5377.513188781139,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_142,data/New_data/8x8_Case3/csv/force_disp_Test_142.csv,curve_classifier_pseudo_label,0.525,high
Case3,8x8_143,39.0,-35.0,7200.719787992477,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_143,data/New_data/8x8_Case3/csv/force_disp_Test_143.csv,curve_classifier_pseudo_label,0.47833333333333333,high
Case3,8x8_144,-86.0,-39.0,5163.778739299267,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_144,data/New_data/8x8_Case3/csv/force_disp_Test_144.csv,curve_classifier_pseudo_label,0.6,high
Case3,8x8_145,29.0,32.0,6818.732974453065,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_145,data/New_data/8x8_Case3/csv/force_disp_Test_145.csv,curve_classifier_pseudo_label,0.5566666666666666,high
Case3,8x8_146,-41.0,-28.0,6594.977481166135,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_146,data/New_data/8x8_Case3/csv/force_disp_Test_146.csv,curve_classifier_pseudo_label,0.4816666666666667,high
Case3,8x8_147,47.0,23.0,6086.069174026869,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_147,data/New_data/8x8_Case3/csv/force_disp_Test_147.csv,curve_classifier_pseudo_label,0.5266666666666666,high
Case3,8x8_148,46.0,-62.0,6606.473821787559,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_148,data/New_data/8x8_Case3/csv/force_disp_Test_148.csv,curve_classifier_pseudo_label,0.5133333333333333,high
Case3,8x8_149,24.0,-59.0,5827.379741392489,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_149,data/New_data/8x8_Case3/csv/force_disp_Test_149.csv,curve_classifier_pseudo_label,0.675,high
Case3,8x8_150,15.0,-47.0,5720.393876130314,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_150,data/New_data/8x8_Case3/csv/force_disp_Test_150.csv,curve_classifier_pseudo_label,0.49,high
Case3,8x8_151,-66.0,-82.0,4046.661424927777,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_151,data/New_data/8x8_Case3/csv/force_disp_Test_151.csv,curve_classifier_pseudo_label,0.5033333333333333,high
Case3,8x8_152,-23.0,-66.0,5340.8502003192225,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_152,data/New_data/8x8_Case3/csv/force_disp_Test_152.csv,curve_classifier_pseudo_label,0.6616666666666666,high
Case3,8x8_153,50.0,-62.0,6766.683986551653,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_153,data/New_data/8x8_Case3/csv/force_disp_Test_153.csv,curve_classifier_pseudo_label,0.47333333333333333,high
Case3,8x8_154,-65.0,-65.0,5451.491957366099,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_154,data/New_data/8x8_Case3/csv/force_disp_Test_154.csv,curve_classifier_pseudo_label,0.55,high
Case3,8x8_155,11.0,-32.0,5754.902065569732,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_155,data/New_data/8x8_Case3/csv/force_disp_Test_155.csv,curve_classifier_pseudo_label,0.8133333333333334,medium
Case3,8x8_156,70.0,-86.0,3437.7435832611004,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_156,data/New_data/8x8_Case3/csv/force_disp_Test_156.csv,curve_classifier_pseudo_label,0.52,high
Case3,8x8_157,78.0,-26.0,4936.949684400817,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_157,data/New_data/8x8_Case3/csv/force_disp_Test_157.csv,curve_classifier_pseudo_label,0.685,high
Case3,8x8_158,17.0,-43.0,5946.100738257999,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_158,data/New_data/8x8_Case3/csv/force_disp_Test_158.csv,curve_classifier_pseudo_label,0.53,high
Case3,8x8_159,-9.0,-4.0,4784.071618648622,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_159,data/New_data/8x8_Case3/csv/force_disp_Test_159.csv,curve_classifier_pseudo_label,0.8916666666666667,low
Case3,8x8_160,47.0,-13.0,5683.696208764226,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_160,data/New_data/8x8_Case3/csv/force_disp_Test_160.csv,curve_classifier_pseudo_label,0.5016666666666667,high
Case3,8x8_161,-43.0,-45.0,7580.10665487782,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_161,data/New_data/8x8_Case3/csv/force_disp_Test_161.csv,curve_classifier_pseudo_label,0.48833333333333334,high
Case3,8x8_162,-71.0,-11.0,4599.47291254433,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_162,data/New_data/8x8_Case3/csv/force_disp_Test_162.csv,curve_classifier_pseudo_label,0.6233333333333333,high
Case3,8x8_163,-84.0,28.0,4797.462136387985,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_163,data/New_data/8x8_Case3/csv/force_disp_Test_163.csv,curve_classifier_pseudo_label,0.7183333333333334,medium
Case3,8x8_164,-16.0,-5.0,5064.298756250096,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_164,data/New_data/8x8_Case3/csv/force_disp_Test_164.csv,curve_classifier_pseudo_label,0.85,low
Case3,8x8_165,-5.0,10.0,5090.810670592551,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_165,data/New_data/8x8_Case3/csv/force_disp_Test_165.csv,curve_classifier_pseudo_label,0.8916666666666667,low
Case3,8x8_166,-61.0,-3.0,4944.995286480741,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_166,data/New_data/8x8_Case3/csv/force_disp_Test_166.csv,curve_classifier_pseudo_label,0.545,high
Case3,8x8_167,-4.0,-6.0,4873.765567150204,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_167,data/New_data/8x8_Case3/csv/force_disp_Test_167.csv,curve_classifier_pseudo_label,0.895,low
